item,m_sg,m_pl,f_sg,f_pl
2208,frustrado,frustrados,frustrada,
2209,diluido,diluidos,,
2210,axiomático,axiomáticos,axiomática,axiomáticas
2211,gozadero,,,gozaderas
2212,friolero,,,
2213,heleno,helenos,helena,helenas
2214,diurno,diurnos,diurna,diurnas
2215,desmazalado,,,
2216,decorativo,decorativos,decorativa,decorativas
2217,totémico,,,
2218,ateo,,,
2219,sugeridor,sugeridores,sugeridora,sugeridoras
2220,obtuso,obtusos,,
2221,esquilmado,esquilmados,esquilmada,esquilmadas
2222,funerario,funerarios,funeraria,
2223,sacristanesco,,,
2224,sanguinario,sanguinarios,sanguinaria,sanguinarias
2225,saturniano,,,
2226,valetudinario,,,
2227,panzudo,panzudos,,
2228,piponcito,piponcitos,,
2229,adulatorio,,,
2230,merecedor,merecedores,merecedora,merecedoras
2231,aristocrático,,,aristocráticas
2232,bordeado,bordeados,bordeada,bordeadas
2233,frondoso,frondosos,frondosa,
2234,atrapado,atrapados,atrapada,atrapadas
2235,fumador,fumadores,fumadora,fumadoras
2236,denodado,denodados,,
2237,engrasado,,,engrasadas
2238,aceitoso,,,aceitosas
2239,atravesado,,,
2240,moribundo,moribundos,moribunda,moribundas
2241,faldicorto,faldicortos,faldicorta,faldicortas
2242,metódico,metódicos,metódica,metódicas
2243,asombroso,asombrosos,asombrosa,
2244,redoblado,,,
2245,digestivo,digestivos,digestiva,digestivas
2246,puerco,,,puercas
2247,cansino,cansinos,cansina,cansinas
2248,escocido,escocidos,escocida,escocidas
2249,despatarrado,despatarrados,despatarrada,despatarradas
2250,tieso,,,
2251,feísimo,feísimos,,
2252,igualito,igualitos,,
2253,abrasado,,,
2254,descolorido,descoloridos,descolorida,descoloridas
2255,sumo,sumos,suma,sumas
2256,embelesado,embelesados,embelesada,embelesadas
2257,deshojado,,,
2258,goloso,golosos,golosa,golosas
2259,aturullado,aturullados,aturullada,aturulladas
2260,mordisqueado,,,
2261,curtido,curtidos,,
2262,maldito,malditos,maldita,malditas
2263,fugitivo,fugitivos,,
2264,nauseabundo,,,
2265,podrido,podridos,podrida,podridas
2266,rosáceo,rosáceos,rosácea,rosáceas
2267,encausado,encausados,encausada,encausadas
2268,burdo,burdos,burda,burdas
2269,angustioso,angustiosos,angustiosa,angustiosas
2270,pródigo,pródigos,,
2271,encharcado,,,
2272,empedrado,empedrados,empedrada,empedradas
2273,curvo,,,
2274,lamido,lamidos,lamida,lamidas
2275,desmochado,desmochados,desmochada,desmochadas
2276,arrugado,arrugados,arrugada,arrugadas
2277,teñido,teñidos,teñida,teñidas
2278,hinchado,hinchados,hinchada,
2279,aterrador,aterradores,,
2280,luchador,luchadores,,
2281,todoterreno,,,
2282,pletórico,pletóricos,pletórica,pletóricas
2283,batido,batidos,batida,batidas
2284,ártico,,,árticas
2285,barajado,,,barajadas
2286,atribuido,atribuidos,atribuida,
2287,fortuito,fortuitos,fortuita,
2288,iberoamericano,iberoamericanos,iberoamericana,iberoamericanas
2289,participativo,participativos,participativa,
2290,globalizado,globalizados,globalizada,globalizadas
2291,desperdigado,,,desperdigadas
2292,minado,minados,minada,minadas
2293,transatlántico,transatlánticos,transatlántica,transatlánticas
2294,marino,marinos,marina,marinas
2295,malasio,malasios,malasia,malasias
2296,espinoso,espinosos,espinosa,
2297,adorado,,,
2298,enfervorecido,,,
2299,compasivo,compasivos,,
2300,aplicado,aplicados,aplicada,aplicadas
2301,afirmativo,afirmativos,afirmativa,afirmativas
2302,emotivo,emotivos,emotiva,
2303,consejero,,,
2304,jordano,jordanos,jordana,jordanas
2305,plenario,plenarios,plenaria,plenarias
2306,nítido,,,
2307,concurrido,concurridos,concurrida,concurridas
2308,monográfico,monográficos,,
2309,cuantitativo,,,
2310,cualitativo,,,
2311,hospitalizado,hospitalizados,,
2312,omiso,,,
2313,detallado,detallados,detallada,detalladas
2314,abrupto,abruptos,abrupta,abruptas
2315,proclamado,,,
2316,benéfico,benéficos,benéfica,benéficas
2317,agradecido,agradecidos,agradecida,
2318,eliminado,eliminados,,
2319,neurálgico,,,
2320,coorganizado,,,
2321,refugiado,refugiados,refugiada,refugiadas
2322,subsidiario,subsidiarios,subsidiaria,subsidiarias
2323,malayo,,,
2324,unitario,unitarios,unitaria,unitarias
2325,suspensivo,,,suspensivas
2326,administrado,administrados,administrada,administradas
2327,poquito,poquitos,poquita,poquitas
2328,presionado,presionados,presionada,
2329,planificado,planificados,planificada,planificadas
2330,riojano,,,riojanas
2331,cedido,cedidos,,
2332,toledano,toledanos,toledana,toledanas
2333,interpuesto,interpuestos,interpuesta,interpuestas
2334,acentuado,acentuados,acentuada,acentuadas
2335,centígrado,centígrados,,
2336,marrón,marrones,marrone,marrones
2337,predeterminado,predeterminados,predeterminada,predeterminadas
2338,sevillano,sevillanos,sevillana,sevillanas
2339,compensatorio,compensatorios,compensatoria,compensatorias
2340,leonés,leonéses,leonesa,leonesas
2341,levantino,levantinos,levantina,levantinas
2342,novato,,,
2343,tocado,tocados,tocada,tocadas
2344,lanzadoro,lanzadoros,lanzadora,lanzadoras
2345,difunto,,,difuntas
2346,cálido,cálidos,cálida,cálidas
2347,improvisado,improvisados,improvisada,improvisadas
2348,prestado,prestados,prestada,
2349,nacionalista-conservadoro,nacionalista-conservadoros,nacionalista-conservadora,nacionalista-conservadoras
2350,colegiado,colegiados,colegiada,colegiadas
2351,extinto,extintos,extinta,extintas
2352,iniciado,iniciados,iniciada,iniciadas
2353,prometido,prometidos,,
2354,bávaro,bávaros,bávara,bávaras
2355,socialcristiano,,,
2356,desempeñado,,,
2357,asombrado,,,
2358,exógeno,exógenos,exógena,exógenas
2359,sudamericano,sudamericanos,sudamericana,sudamericanas
2360,coruñés,coruñeses,,
2361,trigésimo,,,
2362,abonado,,,
2363,decimosexto,decimosextos,decimosexta,decimosextas
2364,apartado,,,
2365,goleadoro,goleadoros,goleadora,goleadoras
2366,co-promotoro,co-promotoros,co-promotora,co-promotoras
2367,redactado,,,
2368,facilitados,facilitados,facilitada,facilitadas
2369,perforador,perforadores,perforadora,perforadoras
2370,ileso,ilesos,ilesa,ilesas
2371,interoceánico,interoceánicos,interoceánica,interoceánicas
2372,portuario,portuarios,portuaria,
2373,ítalo-argentino,,,
2374,ofrececido,ofrececidos,ofrecida,ofrecidas
2375,clasificatorio,clasificatorios,clasificatoria,clasificatorias
2376,vacuno,vacunos,vacuna,vacunas
2377,alpino,alpinos,alpina,alpinas
2378,monopolístico,monopolísticos,monopolística,monopolísticas
2379,desviado,desviados,desviada,
2380,conducido,conducidos,conducida,conducidas
2381,protestado,protestados,protestada,protestadas
2382,habilidoso,habilidosos,,
2383,custodiado,custodiados,custodiada,
2384,consumido,consumidos,,
2385,estático,estáticos,estática,estáticas
2386,desordenado,desordenados,desordenada,
2387,oficioso,,,oficiosas
2388,aceptado,aceptados,aceptada,aceptadas
2389,esporádico,esporádicos,esporádica,esporádicas
2390,indeciso,indecisos,,
2391,transmitido,,,
2392,bulímico,,,bulímicas
2393,raso,rasos,,
2394,atrevido,atrevidos,,
2395,restaurado,,,
2396,tejido,tejidos,,
2397,maestro,maestros,maestra,maestras
2398,gótico,góticos,gótica,góticas
2399,puntero,punteros,puntera,punteras
2400,neurodegenerativo,,,neurodegenerativas
2401,confiscado,,,confiscadas
2402,óseo,óseos,ósea,óseas
2403,caído,caídos,caída,caídas
2404,sueco,suecos,sueca,suecas
2405,báltico,bálticos,,
2406,disuelto,disueltos,disuelta,disueltas
2407,unificado,unificados,,
2408,marítimo,marítimos,marítima,marítimas
2409,mecanizado,mecanizados,mecanizada,mecanizadas
2410,perecedero,perecederos,perecedera,perecederas
2411,borracho,borrachos,,
2412,privatizado,privatizados,privatizada,
2413,indexado,indexados,,
2414,tailandés,tailandeses,tailandesa,
2415,lácteo,lácteos,,
2416,papelero,,,papeleras
2417,metalúrgico,metalúrgicos,metalúrgica,metalúrgicas
2418,adulterado,adulterados,,
2419,promocionado,promocionados,promocionada,promocionadas
2420,interino,interinos,interina,interinas
2421,compensado,,,
2422,alentado,alentados,alentada,alentadas
2423,minoritario,minoritarios,minoritaria,minoritarias
2424,acelerado,acelerados,acelerada,aceleradas
2425,santanderino,,,
2426,cántabro,cántabros,,
2427,salvado,salvados,,
2428,cafetero,cafeteros,cafetera,cafeteras
2429,industrializado,industrializados,,
2430,minuto,,,
2431,totalitario,totalitarios,,
2432,llamativo,llamativos,llamativa,llamativas
2433,milanés,,,
2434,turinés,,,
2435,juventino,,,
2436,incisivo,,,
2437,estacionado,estacionados,estacionada,
2438,mecanográfico,,,
2439,defensor,defensores,,
2440,tejano,,,tejanas
2441,perforado,,,
2442,hispánico,hispánicos,hispánica,hispánicas
2443,temático,temáticos,temática,temáticas
2444,corporativo,corporativos,corporativa,corporativas
2445,defendido,defendidos,defendida,defendidas
2446,asociado,asociados,asociada,asociadas
2447,valorado,valorados,valorada,valoradas
2448,beneficioso,beneficiosos,beneficiosa,beneficiosas
2449,accesorio,accesorios,accesoria,accesorias
2450,patrio,patrios,patria,patrias
2451,suscitado,suscitados,suscitada,
2452,preceptivo,preceptivos,preceptiva,
2453,denunciado,denunciados,denunciada,denunciadas
2454,habanero,habaneros,habanera,
2455,amigo,amigos,amiga,amigas
2456,inhabilitado,inhabilitados,,
2457,abridor,,,
2458,admitido,admitidos,,
2459,ucraniano,ucranianos,ucraniana,ucranianas
2460,apeado,apeados,,
2461,académico,académicos,académica,académicas
2462,hidráulico,hidráulicos,hidráulica,hidráulicas
2463,semitapado,,,
2464,pensado,pensados,pensada,pensadas
2465,simultáneo,simultáneos,simultánea,simultáneas
2466,puertorriqueño,puertorriqueños,puertorriqueña,puertorriqueñas
2467,eliminatorio,eliminatorios,eliminatoria,
2468,inactivo,inactivos,,
2469,magro,magros,,
2470,expulsado,expulsados,expulsada,expulsadas
2471,falto,faltos,,
2472,afectivo,afectivos,afectiva,afectivas
2473,vendedoro,vendedoros,vendedora,vendedoras
2474,efímero,efímeros,,
2475,encaminado,,,encaminadas
2476,cafetalero,cafetaleros,cafetalera,
2477,pactado,pactados,pactada,
2478,súbito,,,súbitas
2479,ocasionado,ocasionados,ocasionada,ocasionadas
2480,controlado,,,
2481,patrocinador,,,
2482,controlador,,,
2483,agónico,agónicos,agónica,agónicas
2484,preolímpico,preolímpicos,preolímpica,preolímpicas
2485,agroalimentario,,,
2486,sulfúrico,,,
2487,vetado,vetados,vetada,vetadas
2488,familiarizado,,,familiarizadas
2489,alérgico,alérgicos,alérgica,alérgicas
2490,aeronáutico,aeronáuticos,aeronáutica,aeronáuticas
2491,apelado,apelados,apelada,apeladas
2492,robado,robados,,
2493,catalogado,,,
2494,improductivo,improductivos,improductiva,improductivas
2495,granulado,granulados,,
2496,deshidratados,,,
2497,embarazado,embarazados,embarazada,embarazadas
2498,abultado,abultados,abultada,
2499,inflado,inflados,inflada,infladas
2500,exhaustivo,exhaustivos,exhaustiva,exhaustivas
2501,trabajador,trabajadores,trabajadora,trabajadoras
2502,angoleño,angoleños,angoleña,angoleñas
2503,preparatorio,preparatorios,preparatoria,
2504,frenado,frenados,,
2505,dorado,dorados,dorada,
2506,pragmático,pragmáticos,pragmática,pragmáticas
2507,merecido,merecidos,merecida,merecidas
2508,penoso,,,
2509,dilapidado,,,dilapidadas
2510,desairado,desairados,desairada,desairadas
2511,paneuropeo,paneuropeos,paneuropea,paneuropeas
2512,zurdo,,,
2513,provechoso,provechosos,provechosa,provechosas
2514,divisorio,divisorios,divisoria,divisorias
2515,revisado,revisados,revisada,revisadas
2516,arrestado,arrestados,arrestada,
2517,rogatorio,rogatorios,rogatoria,rogatorias
2518,leído,,,leídas
2519,juzgado,juzgados,juzgada,
2520,dispensado,dispensados,,
2521,crónico,crónicos,crónica,crónicas
2522,federado,,,federadas
2523,gestor,gestores,gestora,gestoras
2524,llano,llanos,llana,llanas
2525,polvoriento,polvorientos,polvorienta,
2526,decimocuarto,decimocuartos,decimocuarta,decimocuartas
2527,reservón,reservones,,
2528,consabido,,,
2529,cúbico,cúbicos,cúbica,
2530,ebrio,,,
2531,inexperto,,,inexpertas
2532,desconocedor,,,desconocedoras
2533,regladoQ,regladoQes,reglada,regladas
2534,gubernativo,gubernativos,gubernativa,gubernativas
2535,irrespetuoso,,,
2536,policiaco,policiacos,policiaca,policiacas
2537,dentífrico,dentífricos,,
2538,persecutorio,persecutorios,persecutoria,persecutorias
2539,púbico,,,
2540,enrevesado,enrevesados,enrevesada,enrevesadas
2541,empleado,empleados,,
2542,oligopólico,,,
2543,propenso,propensos,propensa,
2544,colchonero,colchoneros,colchonera,colchoneras
2545,disuasorio,disuasorios,disuasoria,disuasorias
2546,distendido,,,
2547,cegado,,,
2548,tempranero,tempraneros,tempranera,tempraneras
2549,aftoso,aftosos,aftosa,aftosas
2550,epidemiológico,epidemiológicos,epidemiológica,epidemiológicas
2551,ganadero,ganaderos,ganadera,
2552,sugerido,sugeridos,,
2553,recomendado,,,
2554,interbancario,,,
2555,hispano-francés,hispano-francéses,hispano-francesa,hispano-francesas
2556,democristiano,democristianos,democristiana,democristianas
2557,resolutivo,resolutivos,resolutiva,resolutivas
2558,insolidario,,,
2559,ímprobo,ímprobos,,
2560,posicionado,posicionados,posicionada,posicionadas
2561,botado,,,
2562,soriano,sorianos,soriana,sorianas
2563,impreciso,,,
2564,vallesano,vallesanos,,
2565,orensano,,,
2566,rector,,,
2567,osado,osados,osada,
2568,balcánico,balcánicos,balcanica,balcanicas
2569,importador,importadores,,
2570,expreso,expresos,expresa,expresas
2571,relleno,rellenos,,
2572,ratificado,ratificados,ratificada,ratificadas
2573,perpetuo,perpetuos,perpetua,perpetuas
2574,confirmado,confirmados,confirmada,confirmadas
2575,decimoquinto,decimoquintos,decimoquinta,decimoquintas
2576,naufragado,,,
2577,subacuático,,,subacuáticas
2578,asesorado,,,
2579,voluminoso,voluminosos,voluminosa,voluminosas
2580,desfigurado,desfigurados,desfigurada,desfiguradas
2581,explorado,explorados,explorada,exploradas
2582,traído,traídos,traída,traídas
2583,resistido,resistidos,resistida,resistidas
2584,denso,densos,densa,densas
2585,especifico,,,específicas
2586,asesor,,,
2587,adelantado,adelantados,adelantada,adelantadas
2588,folclórico,folclóricos,folclórica,
2589,acrobático,,,
2590,mil,,,
2591,bueno,buenos,buena,buenas
2592,tercer,,,
2593,mallorquín,,,
2594,octogenario,,,
2595,condonado,condonados,condonada,condonadas
2596,contraído,contraídos,contraída,contraídas
2597,acontecido,acontecidos,,
2598,preseleccionado,preseleccionados,,
2599,climático,climáticos,climática,climáticas
2600,mostrado,mostrados,mostrada,mostradas
2601,averiado,,,
2602,informado,informados,informada,
2603,suministrado,suministrados,suministrada,suministradas
2604,remolcado,,,
2605,consensuado,,,
2606,armónico,armónicos,armónica,armónicas
2607,inadecuado,inadecuados,inadecuada,inadecuadas
2608,ejecutado,,,
2609,geotécnico,,,
2610,navideño,navideños,navideña,navideñas
2611,chafado,chafados,,
2612,subido,,,
2613,isleño,isleños,isleña,
2614,grancanario,,,
2615,envasado,envasados,,
2616,expendedor,,,expendedoras
2617,sobredimensionado,sobredimensionados,sobredimensionada,sobredimensionadas
2618,neoyorquino,neoyorquinos,neoyorquina,neoyorquinas
2619,instantáneo,instantáneos,instantánea,instantáneas
2620,hablado,hablados,hablada,habladas
2621,honorario,,,
2622,donado,,,
2623,desafortunado,,,desafortunadas
2624,fallido,fallidos,fallida,fallidas
2625,institucionalizado,institucionalizados,institucionalizada,institucionalizadas
2626,embarazoso,embarazosos,embarazosa,embarazosas
2627,bendito,,,
2628,náufrago,,,
2629,desatado,desatados,desatada,desatadas
2630,hidrográfico,hidrográficos,hidrográfica,hidrográficas
2631,expansivo,expansivos,expansiva,expansivas
2632,arbolado,arbolados,arbolada,arboladas
2633,antoniano,antonianos,antoniana,antonianas
2634,esloveno,,,
2635,difamatorio,difamatorios,difamatoria,difamatorias
2636,impropio,,,
2637,filipino,filipinos,filipina,filipinas
2638,tabacalero,tabacaleros,tabacalera,tabacaleras
2639,maltrecho,maltrechos,maltrecha,maltrechas
2640,exhibida,,exhibida,
2641,tricolor,tricolores,,
2642,anémico,,,
2643,ultradefensivo,,,
2644,aportado,aportados,aportada,
2645,refundido,,,
2646,diligenciado,diligenciados,,
2647,pormenorizado,pormenorizados,pormenorizada,pormenorizadas
2648,enumerado,,,enumeradas
2649,relegado,,,relegada
2650,lujoso,lujosos,lujosa,lujosas
2651,anodino,anodinos,anodina,anodinas
2652,aerodinámico,aerodinámicos,aerodinámica,aerodinámicas
2653,ocioso,ociosos,ociosa,
2654,incrementado,incrementados,incrementada,incrementadas
2655,termo-eléctrico,termo-eléctricos,termo-eléctrica,termo-eléctricas
2656,irlandés,irlandeses,irlandesa,
2657,jerezano,,,
2658,alcarreño,,,
2659,defectuoso,,,
2660,proeuropeo,proeuropeos,proeuropea,proeuropeas
2661,promonárquico,,,
2662,sellado,sellados,sellada,selladas
2663,promovido,promovidos,promovida,promovidas
2664,lucido,lucidos,,
2665,subvencionado,,,
2666,telemático,telemáticos,,
2667,coordinador,,,
2668,fuengiroleño,,,
2669,veleño,,,
2670,angelino,,,
2671,consolidado,consolidados,consolidada,
2672,apoderado,apoderados,,
2673,getafeño,,,
2674,ensangrentado,ensangrentados,ensangrentada,ensangrentadas
2675,alertado,,,alertadas
2676,asentado,asentados,asentada,asentadas
2677,entorpecido,entorpecidos,entorpecida,entorpecidas
2678,viciado,,,viciadas
2679,él,suyos,,
2680,minucioso,minuciosos,minuciosa,minuciosas
2681,salmantino,,,
2682,vallisoletano,vallisoletanos,,
2683,climatológico,climatológicos,,
2684,normativo,,,
2685,fáctico,,,fácticas
2686,auspiciado,,,
2687,multiétnico,,,
2688,cruceño,,,
2689,jurado,jurados,jurada,juradas
2690,sustancioso,sustanciosos,sustanciosa,sustanciosas
2691,ilícito,ilícitos,ilícita,ilícitas
2692,burlado,,,
2693,honorífico,honoríficos,honorífica,honoríficas
2694,griego,griegos,griega,griegas
2695,bombardeado,,,
2696,congregado,congregados,congregada,congregadas
2697,sobre-explotado,,,sobre-explotadas
2698,salvadoreño,salvadoreños,salvadoreña,salvadoreñas
2699,agotador,agotadores,agotadora,agotadoras
2700,jubiloso,jubilosos,jubilosa,jubilosas
2701,afroamericano,afroamericanos,,
2702,expropiado,expropiados,,
2703,decomisado,decomisados,,
2704,clínico,clínicos,clínica,clínicas
2705,bogotano,bogotanos,bogotana,bogotanas
2706,transoceánico,transoceánicos,transoceánica,transoceánicas
2707,náutico,náuticos,náutica,náuticas
2708,clamoroso,clamorosos,clamorosa,clamorosas
2709,suministrador,,,suministradoras
2710,luso,lusos,lusa,
2711,aclarado,,,aclaradas
2712,sismológico,sismológicos,,
2713,submarino,submarinos,submarina,submarinas
2714,circulado,,,circuladas
2715,oriundo,oriundos,,
2716,sinuoso,sinuosos,sinuosa,sinuosas
2717,empeñado,empeñados,empeñada,empeñadas
2718,incrédulo,incrédulos,incrédula,
2719,festivo,festivos,festiva,festivas
2720,delgado,delgados,delgada,delgadas
2721,antológico,antológicos,antológica,
2722,zaragozano,zaragozanos,zaragozana,
2723,húngaro,húngaros,húngara,
2724,falsificado,falsificados,,
2725,desorbitado,,,desorbitadas
2726,avilesino,,,
2727,pegado,pegados,pegada,
2728,promulgado,promulgados,promulgada,
2729,acometido,,,acometidas
2730,extraparlamentario,extraparlamentarios,,
2731,montenegrino,montenegrinos,montenegrina,montenegrinas
2732,apodado,,,
2733,virulento,,,virulentas
2734,odiado,,,
2735,desprovisto,,,
2736,parejo,parejos,pareja,parejas
2737,ponderado,,,
2738,centralizador,,,
2739,descentralizador,descentralizadores,,
2740,pedido,pedidos,pedida,pedidas
2741,acreditado,acreditados,acreditada,
2742,resignado,resignados,,
2743,semi,,,
2744,desertizado,,,
2745,sectario,sectarios,sectaria,sectarias
2746,destemplado,,,destempladas
2747,multifacético,,,
2748,cronológico,,,
2749,prolífico,prolíficos,prolífica,prolíficas
2750,descoordinado,,,descoordinadas
2751,aleatorio,aleatorios,aleatoria,aleatorias
2752,cultivador,cultivadores,,
2753,infiltrado,,,
2754,remontado,remontados,remontada,remontadas
2755,propiciado,propiciados,propiciada,propiciadas
2756,finlandés,finlandéses,finlandesa,finlandesas
2757,comandado,comandados,comandada,comandadas
2758,aprendido,aprendidos,aprendida,aprendidas
2759,rapidísimo,,,
2760,jugador,jugadores,jugadora,
2761,hidrológico,hidrológicos,,
2762,deficitario,deficitarios,deficitaria,deficitarias
2763,sensato,sensatos,sensata,
2764,céltico,,,
2765,aquejado,aquejados,aquejada,aquejadas
2766,cacereño,cacereños,cacereña,cacereñas
2767,conmemorativo,conmemorativos,conmemorativa,conmemorativas
2768,meticuloso,meticulosos,meticulosa,meticulosas
2769,revitalizado,,,
2770,amenazador,amenazadores,,
2771,abrumado,abrumados,abrumada,abrumadas
2772,agobiado,,,
2773,abarrotado,,,
2774,ataviado,ataviados,ataviada,
2775,depreciado,depreciados,depreciada,depreciadas
2776,coloreado,coloreados,coloreada,coloreadas
2777,mortuorio,mortuorios,mortuoria,mortuorias
2778,discriminado,discriminados,,
2779,rebautizado,,,
2780,cautivo,,,
2781,tutelado,tutelados,tutelada,tuteladas
2782,anglo-holandeso,anglo-holandesos,anglo-holandesa,anglo-holandesas
2783,gibraltareño,gibraltareños,gibraltareña,gibraltareñas
2784,mayestático,mayestáticos,mayestática,mayestáticas
2785,desazonador,,,
2786,unívoco,unívocos,unívoca,unívocas
2787,frívolo,frívolos,frívola,frívolas
2788,enfático,enfáticos,enfática,enfáticas
2789,invasor,invasores,invasora,invasoras
2790,militarizado,militarizados,militarizada,militarizadas
2791,coreano,coreanos,coreana,
2792,surcoreano,,,surcoreanas
2793,norcoreano,norcoreanos,norcoreana,
2794,mayúsculo,mayúsculos,mayúscula,mayúsculas
2795,malintencionado,,,malintencionadas
2796,oculto,ocultos,oculta,ocultas
2797,anudado,,,
2798,pensador,,,
2799,desaprensivo,,,
2800,sancionador,sancionadores,sancionadora,sancionadoras
2801,supervisor,,,
2802,tipificado,,,
2803,coercitivo,coercitivos,coercitiva,
2804,usuario,usuarios,,
2805,aumentado,,,
2806,antideportivo,antideportivos,antideportiva,antideportivas
2807,bajado,bajados,bajada,bajadas
2808,reformado,reformados,reformada,reformadas
2809,radicado,radicados,radicada,
2810,antidemocrático,,,
2811,exiliado,exiliados,,
2812,sustentado,,,
2813,mezquino,mezquinos,mezquina,
2814,gemelo,gemelos,gemela,gemelas
2815,corinthiano,corinthianos,corinthiana,corinthianas
2816,otomano,otomanos,,
2817,estructurado,,,
2818,vergonzoso,vergonzosos,vergonzosa,vergonzosas
2819,clandestino,clandestinos,clandestina,
2820,meso-americano,,,
2821,encajonado,,,
2822,angosto,,,angostas
2823,vetusto,,,
2824,veterinario,veterinarios,veterinaria,
2825,fitosanitario,,,
2826,infravalorado,,,
2827,ralentizado,ralentizados,ralentizada,ralentizadas
2828,vandá¡lico,vandálicos,,
2829,cuantioso,cuantiosos,cuantiosa,cuantiosas
2830,agigantado,agigantados,,
2831,demográfico,demográficos,demográfica,demográficas
2832,horario,horarios,horaria,
2833,eclesiástico,eclesiásticos,eclesiástica,eclesiásticas
2834,invertido,invertidos,invertida,invertidas
2835,voluntario,voluntarios,voluntaria,voluntarias
2836,embrionario,,,embrionarias
2837,neurológico,neurológicos,neurológica,neurológicas
2838,trasplantado,,,trasplantadas
2839,nativo,nativos,nativa,nativas
2840,probado,probados,,
2841,estampado,estampados,estampada,estampadas
2842,arqueológico,arqueológicos,arqueológica,arqueológicas
2843,laminado,laminados,laminada,laminadas
2844,difuminado,,,difuminadas
2845,geométrico,geométricos,geométrica,geométricas
2846,vidriado,,,vidriadas
2847,contiguo,contiguos,contigua,
2848,adornado,adornados,adornada,adornadas
2849,gastronómico,gastronómicos,gastronómica,gastronómicas
2850,selecto,selectos,selecta,
2851,extradeportivo,,,extradeportivas
2852,extensivo,extensivos,extensiva,extensivas
2853,románico,románicos,románica,
2854,escultórico,escultóricos,escultórica,
2855,fabuloso,fabulosos,fabulosa,fabulosas
2856,vago,vagos,vaga,
2857,patrocinado,,,
2858,populoso,populosos,,
2859,aparcado,aparcados,,
2860,anglófono,,,anglófonas
2861,escabroso,escabrosos,escabrosa,escabrosas
2862,clarificador,,,
2863,desapasionado,desapasionados,desapasionada,desapasionadas
2864,escurridizo,,,
2865,romo,romos,,
2866,narcótico,,,narcóticas
2867,anciano,ancianos,anciana,ancianas
2868,censado,censados,,
2869,inmigrado,inmigrados,inmigrada,inmigradas
2870,emigrado,emigrados,,
2871,malpensado,,,malpensadas
2872,dificultoso,dificultosos,dificultosa,dificultosas
2873,infrahumano,,,infrahumanas
2874,adscrito,adscritos,,
2875,dolido,,,
2876,treceavo,treceavos,treceava,treceavas
2877,descontrolado,descontrolados,descontrolada,descontroladas
2878,depositado,depositados,,
2879,ejercido,ejercidos,ejercida,ejercidas
2880,histriónico,histriónicos,histriónica,histriónicas
2881,idílico,idílicos,idílica,idílicas
2882,bregado,,,
2883,demoledor,,,
2884,refrigerado,,,
2885,interrumpido,interrumpidos,interrumpida,
2886,monolítico,monolíticos,monolítica,monolíticas
2887,adiestrado,adiestrados,,
2888,kurdo,kurdos,kurda,kurdas
2889,jacobino,jacobinos,,
2890,enterado,enterados,,
2891,postsoviético,postsoviéticos,postsoviética,postsoviéticas
2892,sumido,,,
2893,empobrecido,empobrecidos,empobrecida,empobrecidas
2894,semiparalizado,semiparalizados,semiparalizada,semiparalizadas
2895,estaliniano,estalinianos,estaliniana,estalinianas
2896,erróneo,erróneos,errónea,erróneas
2897,castellano,castellanos,castellana,castellanas
2898,advertido,advertidos,advertida,advertidas
2899,sustitutorio,sustitutorios,sustitutoria,sustitutorias
2900,indultado,indultados,,
2901,rehabilitado,rehabilitados,,
2902,extinguido,,,extinguidas
2903,rebajado,rebajados,rebajada,
2904,acancionado,acancionados,,
2905,sembrás,,,sembrás
2906,carretero,carreteros,carretera,carreteras
2907,operado,,,
2908,pautado,,,
2909,suntuoso,suntuosos,suntuosa,suntuosas
2910,concretado,concretados,concretada,concretadas
2911,difusor,difusores,difusora,difusoras
2912,provocativo,provocativos,provocativa,provocativas
2913,provocador,,,provocadoras
2914,estilístico,estilísticos,estilística,estilísticas
2915,recopilatorio,recopilatorios,,
2916,borrado,borrados,,
2917,gracioso,graciosos,graciosa,graciosas
2918,dramatizado,dramatizados,dramatizada,dramatizadas
2919,confeccionados,confeccionadoses,confeccionada,confeccionadas
2920,avisado,avisados,avisada,avisadas
2921,comunicativo,comunicativos,comunicativa,comunicativas
2922,coronado,coronados,,
2923,indio,indios,india,indias
2924,desequilibrado,desequilibrados,desequilibrada,desequilibradas
2925,aseado,,,
2926,sufridor,sufridores,sufridora,sufridoras
2927,combativo,combativos,combativa,combativas
2928,transformado,,,
2929,industrioso,,,
2930,retrospectivo,retrospectivos,retrospectiva,retrospectivas
2931,monárquico,monárquicos,monárquica,
2932,manoseado,,,manoseadas
2933,camaleónico,camaleónicos,camaleónica,camaleónicas
2934,pomposo,pomposos,,
2935,enlatado,enlatados,enlatada,enlatadas
2936,apoteósico,apoteósicos,apoteósica,apoteósicas
2937,golpeado,golpeados,golpeada,golpeadas
2938,pateado,pateados,pateada,pateadas
2939,violado,violados,violada,violadas
2940,hambriento,,,
2941,autoconvencido,,,
2942,marginado,marginados,marginada,marginadas
2943,sediento,,,sedientas
2944,bonachón,,,
2945,resaltado,resaltados,,
2946,estanco,,,
2947,guitarrístico,,,guitarrísticas
2948,iniciático,iniciáticos,,
2949,lustroso,,,
2950,insulso,,,insulsas
2951,goleado,goleados,goleada,
2952,cíclico,cíclicos,,
2953,hidratado,,,
2954,isotónico,,,isotónicas
2955,pensativo,pensativos,,
2956,desencajado,,,
